t;V;Vx;Vy;h;d;alpha;
1.18;8.37;7.07;-4.48;6.53;8.32;-0.56;
1.18;8.37;7.07;-4.48;6.53;8.32;-0.56;
1.18;8.37;7.07;-4.48;6.53;8.33;-0.56;
1.18;8.37;7.07;-4.48;6.52;8.33;-0.56;
1.18;8.37;7.07;-4.48;6.52;8.33;-0.57;
1.18;8.37;7.07;-4.49;6.52;8.33;-0.57;
1.18;8.38;7.07;-4.49;6.52;8.33;-0.57;
1.18;8.38;7.07;-4.49;6.52;8.33;-0.57;
1.18;8.38;7.07;-4.49;6.52;8.33;-0.57;
1.18;8.38;7.07;-4.49;6.52;8.34;-0.57;
1.18;8.38;7.07;-4.50;6.52;8.34;-0.57;
1.18;8.38;7.07;-4.50;6.52;8.34;-0.57;
1.18;8.38;7.07;-4.50;6.52;8.34;-0.57;
1.18;8.38;7.07;-4.50;6.52;8.34;-0.57;
1.18;8.38;7.07;-4.50;6.51;8.34;-0.57;
1.18;8.38;7.07;-4.51;6.51;8.34;-0.57;
1.18;8.39;7.07;-4.51;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.51;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.51;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.51;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.51;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.52;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.52;6.51;8.35;-0.57;
1.18;8.39;7.07;-4.52;6.51;8.36;-0.57;
1.18;8.39;7.07;-4.52;6.51;8.36;-0.57;
1.18;8.39;7.07;-4.52;6.51;8.36;-0.57;
1.18;8.40;7.07;-4.53;6.50;8.36;-0.57;
1.18;8.40;7.07;-4.53;6.50;8.36;-0.57;
1.18;8.40;7.07;-4.53;6.50;8.36;-0.57;
1.18;8.40;7.07;-4.53;6.50;8.36;-0.57;
1.18;8.40;7.07;-4.53;6.50;8.37;-0.57;
1.18;8.40;7.07;-4.54;6.50;8.37;-0.57;
1.18;8.40;7.07;-4.54;6.50;8.37;-0.57;
1.18;8.40;7.07;-4.54;6.50;8.37;-0.57;
1.18;8.40;7.07;-4.54;6.50;8.37;-0.57;
1.18;8.41;7.07;-4.54;6.50;8.37;-0.57;
1.18;8.41;7.07;-4.55;6.50;8.37;-0.57;
1.18;8.41;7.07;-4.55;6.49;8.37;-0.57;
1.18;8.41;7.07;-4.55;6.49;8.38;-0.57;
1.18;8.41;7.07;-4.55;6.49;8.38;-0.57;
1.18;8.41;7.07;-4.55;6.49;8.38;-0.57;
1.19;8.41;7.07;-4.56;6.49;8.38;-0.57;
1.19;8.41;7.07;-4.56;6.49;8.38;-0.57;
1.19;8.41;7.07;-4.56;6.49;8.38;-0.57;
1.19;8.41;7.07;-4.56;6.49;8.38;-0.57;
1.19;8.42;7.07;-4.56;6.49;8.39;-0.57;
1.19;8.42;7.07;-4.56;6.49;8.39;-0.57;
1.19;8.42;7.07;-4.57;6.49;8.39;-0.57;
1.19;8.42;7.07;-4.57;6.48;8.39;-0.57;
1.19;8.42;7.07;-4.57;6.48;8.39;-0.57;
1.19;8.42;7.07;-4.57;6.48;8.39;-0.57;
1.19;8.42;7.07;-4.57;6.48;8.39;-0.57;
1.19;8.42;7.07;-4.58;6.48;8.40;-0.57;
1.19;8.42;7.07;-4.58;6.48;8.40;-0.57;
1.19;8.42;7.07;-4.58;6.48;8.40;-0.57;
1.19;8.43;7.07;-4.58;6.48;8.40;-0.57;
1.19;8.43;7.07;-4.58;6.48;8.40;-0.58;
1.19;8.43;7.07;-4.59;6.48;8.40;-0.58;
1.19;8.43;7.07;-4.59;6.48;8.40;-0.58;
1.19;8.43;7.07;-4.59;6.47;8.41;-0.58;
1.19;8.43;7.07;-4.59;6.47;8.41;-0.58;
1.19;8.43;7.07;-4.59;6.47;8.41;-0.58;
1.19;8.43;7.07;-4.60;6.47;8.41;-0.58;
1.19;8.43;7.07;-4.60;6.47;8.41;-0.58;
1.19;8.44;7.07;-4.60;6.47;8.41;-0.58;
1.19;8.44;7.07;-4.60;6.47;8.41;-0.58;
1.19;8.44;7.07;-4.60;6.47;8.42;-0.58;
1.19;8.44;7.07;-4.61;6.47;8.42;-0.58;
1.19;8.44;7.07;-4.61;6.47;8.42;-0.58;
1.19;8.44;7.07;-4.61;6.47;8.42;-0.58;
1.19;8.44;7.07;-4.61;6.46;8.42;-0.58;
1.19;8.44;7.07;-4.61;6.46;8.42;-0.58;
1.19;8.44;7.07;-4.61;6.46;8.42;-0.58;
1.19;8.44;7.07;-4.62;6.46;8.42;-0.58;
1.19;8.45;7.07;-4.62;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.62;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.62;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.62;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.63;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.63;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.63;6.46;8.43;-0.58;
1.19;8.45;7.07;-4.63;6.45;8.44;-0.58;
1.19;8.45;7.07;-4.63;6.45;8.44;-0.58;
1.19;8.46;7.07;-4.64;6.45;8.44;-0.58;
1.19;8.46;7.07;-4.64;6.45;8.44;-0.58;
1.19;8.46;7.07;-4.64;6.45;8.44;-0.58;
1.19;8.46;7.07;-4.64;6.45;8.44;-0.58;
1.19;8.46;7.07;-4.64;6.45;8.44;-0.58;
1.19;8.46;7.07;-4.65;6.45;8.45;-0.58;
1.19;8.46;7.07;-4.65;6.45;8.45;-0.58;
1.19;8.46;7.07;-4.65;6.45;8.45;-0.58;
1.19;8.46;7.07;-4.65;6.45;8.45;-0.58;
1.20;8.46;7.07;-4.65;6.44;8.45;-0.58;
1.20;8.47;7.07;-4.66;6.44;8.45;-0.58;
1.20;8.47;7.07;-4.66;6.44;8.45;-0.58;
1.20;8.47;7.07;-4.66;6.44;8.46;-0.58;
1.20;8.47;7.07;-4.66;6.44;8.46;-0.58;
1.20;8.47;7.07;-4.66;6.44;8.46;-0.58;
1.20;8.47;7.07;-4.67;6.44;8.46;-0.58;
1.20;8.47;7.07;-4.67;6.44;8.46;-0.58;
1.20;8.47;7.07;-4.67;6.44;8.46;-0.58;
1.20;8.47;7.07;-4.67;6.44;8.46;-0.58;
1.20;8.48;7.07;-4.67;6.44;8.46;-0.58;
1.20;8.48;7.07;-4.67;6.43;8.47;-0.58;
1.20;8.48;7.07;-4.68;6.43;8.47;-0.58;
1.20;8.48;7.07;-4.68;6.43;8.47;-0.58;
1.20;8.48;7.07;-4.68;6.43;8.47;-0.58;
1.20;8.48;7.07;-4.68;6.43;8.47;-0.58;
1.20;8.48;7.07;-4.68;6.43;8.47;-0.59;
1.20;8.48;7.07;-4.69;6.43;8.47;-0.59;
1.20;8.48;7.07;-4.69;6.43;8.48;-0.59;
1.20;8.49;7.07;-4.69;6.43;8.48;-0.59;
1.20;8.49;7.07;-4.69;6.43;8.48;-0.59;
1.20;8.49;7.07;-4.69;6.43;8.48;-0.59;
1.20;8.49;7.07;-4.70;6.42;8.48;-0.59;
1.20;8.49;7.07;-4.70;6.42;8.48;-0.59;
1.20;8.49;7.07;-4.70;6.42;8.48;-0.59;
1.20;8.49;7.07;-4.70;6.42;8.49;-0.59;
1.20;8.49;7.07;-4.70;6.42;8.49;-0.59;
1.20;8.49;7.07;-4.71;6.42;8.49;-0.59;
1.20;8.49;7.07;-4.71;6.42;8.49;-0.59;
1.20;8.50;7.07;-4.71;6.42;8.49;-0.59;
1.20;8.50;7.07;-4.71;6.42;8.49;-0.59;
1.20;8.50;7.07;-4.71;6.42;8.49;-0.59;
1.20;8.50;7.07;-4.72;6.42;8.50;-0.59;
1.20;8.50;7.07;-4.72;6.41;8.50;-0.59;
1.20;8.50;7.07;-4.72;6.41;8.50;-0.59;
1.20;8.50;7.07;-4.72;6.41;8.50;-0.59;
1.20;8.50;7.07;-4.72;6.41;8.50;-0.59;
1.20;8.50;7.07;-4.72;6.41;8.50;-0.59;
1.20;8.51;7.07;-4.73;6.41;8.50;-0.59;
1.20;8.51;7.07;-4.73;6.41;8.51;-0.59;
1.20;8.51;7.07;-4.73;6.41;8.51;-0.59;
1.20;8.51;7.07;-4.73;6.41;8.51;-0.59;
1.20;8.51;7.07;-4.73;6.41;8.51;-0.59;
1.20;8.51;7.07;-4.74;6.41;8.51;-0.59;
1.20;8.51;7.07;-4.74;6.40;8.51;-0.59;
1.20;8.51;7.07;-4.74;6.40;8.51;-0.59;
1.20;8.51;7.07;-4.74;6.40;8.51;-0.59;
1.20;8.51;7.07;-4.74;6.40;8.52;-0.59;
1.20;8.52;7.07;-4.75;6.40;8.52;-0.59;
1.20;8.52;7.07;-4.75;6.40;8.52;-0.59;
1.20;8.52;7.07;-4.75;6.40;8.52;-0.59;
1.21;8.52;7.07;-4.75;6.40;8.52;-0.59;
1.21;8.52;7.07;-4.75;6.40;8.52;-0.59;
1.21;8.52;7.07;-4.76;6.40;8.52;-0.59;
1.21;8.52;7.07;-4.76;6.39;8.53;-0.59;
1.21;8.52;7.07;-4.76;6.39;8.53;-0.59;
1.21;8.52;7.07;-4.76;6.39;8.53;-0.59;
1.21;8.53;7.07;-4.76;6.39;8.53;-0.59;
1.21;8.53;7.07;-4.77;6.39;8.53;-0.59;
1.21;8.53;7.07;-4.77;6.39;8.53;-0.59;
1.21;8.53;7.07;-4.77;6.39;8.53;-0.59;
1.21;8.53;7.07;-4.77;6.39;8.54;-0.59;
1.21;8.53;7.07;-4.77;6.39;8.54;-0.59;
1.21;8.53;7.07;-4.77;6.39;8.54;-0.59;
1.21;8.53;7.07;-4.78;6.39;8.54;-0.59;
1.21;8.53;7.07;-4.78;6.38;8.54;-0.59;
1.21;8.54;7.07;-4.78;6.38;8.54;-0.59;
1.21;8.54;7.07;-4.78;6.38;8.54;-0.59;
1.21;8.54;7.07;-4.78;6.38;8.55;-0.59;
1.21;8.54;7.07;-4.79;6.38;8.55;-0.60;
1.21;8.54;7.07;-4.79;6.38;8.55;-0.60;
1.21;8.54;7.07;-4.79;6.38;8.55;-0.60;
1.21;8.54;7.07;-4.79;6.38;8.55;-0.60;
1.21;8.54;7.07;-4.79;6.38;8.55;-0.60;
1.21;8.54;7.07;-4.80;6.38;8.55;-0.60;
1.21;8.55;7.07;-4.80;6.38;8.56;-0.60;
1.21;8.55;7.07;-4.80;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.80;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.80;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.81;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.81;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.81;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.81;6.37;8.56;-0.60;
1.21;8.55;7.07;-4.81;6.37;8.57;-0.60;
1.21;8.55;7.07;-4.82;6.37;8.57;-0.60;
1.21;8.56;7.07;-4.82;6.37;8.57;-0.60;
1.21;8.56;7.07;-4.82;6.36;8.57;-0.60;
1.21;8.56;7.07;-4.82;6.36;8.57;-0.60;
1.21;8.56;7.07;-4.82;6.36;8.57;-0.60;
1.21;8.56;7.07;-4.82;6.36;8.57;-0.60;
1.21;8.56;7.07;-4.83;6.36;8.58;-0.60;
1.21;8.56;7.07;-4.83;6.36;8.58;-0.60;
1.21;8.56;7.07;-4.83;6.36;8.58;-0.60;
1.21;8.56;7.07;-4.83;6.36;8.58;-0.60;
1.21;8.57;7.07;-4.83;6.36;8.58;-0.60;
1.21;8.57;7.07;-4.84;6.36;8.58;-0.60;
1.21;8.57;7.07;-4.84;6.36;8.58;-0.60;
1.21;8.57;7.07;-4.84;6.35;8.59;-0.60;
1.21;8.57;7.07;-4.84;6.35;8.59;-0.60;
1.21;8.57;7.07;-4.84;6.35;8.59;-0.60;
1.21;8.57;7.07;-4.85;6.35;8.59;-0.60;
1.21;8.57;7.07;-4.85;6.35;8.59;-0.60;
1.22;8.57;7.07;-4.85;6.35;8.59;-0.60;
1.22;8.58;7.07;-4.85;6.35;8.59;-0.60;
1.22;8.58;7.07;-4.85;6.35;8.60;-0.60;
1.22;8.58;7.07;-4.86;6.35;8.60;-0.60;
1.22;8.58;7.07;-4.86;6.35;8.60;-0.60;
1.22;8.58;7.07;-4.86;6.34;8.60;-0.60;
1.22;8.58;7.07;-4.86;6.34;8.60;-0.60;
1.22;8.58;7.07;-4.86;6.34;8.60;-0.60;
1.22;8.58;7.07;-4.87;6.34;8.60;-0.60;
1.22;8.58;7.07;-4.87;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.87;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.87;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.87;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.87;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.88;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.88;6.34;8.61;-0.60;
1.22;8.59;7.07;-4.88;6.33;8.61;-0.60;
1.22;8.59;7.07;-4.88;6.33;8.62;-0.60;
1.22;8.59;7.07;-4.88;6.33;8.62;-0.60;
1.22;8.60;7.07;-4.89;6.33;8.62;-0.60;
1.22;8.60;7.07;-4.89;6.33;8.62;-0.60;
1.22;8.60;7.07;-4.89;6.33;8.62;-0.61;
1.22;8.60;7.07;-4.89;6.33;8.62;-0.61;
1.22;8.60;7.07;-4.89;6.33;8.62;-0.61;
1.22;8.60;7.07;-4.90;6.33;8.63;-0.61;
1.22;8.60;7.07;-4.90;6.33;8.63;-0.61;
1.22;8.60;7.07;-4.90;6.32;8.63;-0.61;
1.22;8.60;7.07;-4.90;6.32;8.63;-0.61;
1.22;8.60;7.07;-4.90;6.32;8.63;-0.61;
1.22;8.61;7.07;-4.91;6.32;8.63;-0.61;
1.22;8.61;7.07;-4.91;6.32;8.63;-0.61;
1.22;8.61;7.07;-4.91;6.32;8.64;-0.61;
1.22;8.61;7.07;-4.91;6.32;8.64;-0.61;
1.22;8.61;7.07;-4.91;6.32;8.64;-0.61;
1.22;8.61;7.07;-4.92;6.32;8.64;-0.61;
1.22;8.61;7.07;-4.92;6.32;8.64;-0.61;
1.22;8.61;7.07;-4.92;6.32;8.64;-0.61;
1.22;8.61;7.07;-4.92;6.31;8.64;-0.61;
1.22;8.62;7.07;-4.92;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.92;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.93;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.93;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.93;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.93;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.93;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.94;6.31;8.65;-0.61;
1.22;8.62;7.07;-4.94;6.31;8.66;-0.61;
1.22;8.63;7.07;-4.94;6.30;8.66;-0.61;
1.22;8.63;7.07;-4.94;6.30;8.66;-0.61;
1.22;8.63;7.07;-4.94;6.30;8.66;-0.61;
1.22;8.63;7.07;-4.95;6.30;8.66;-0.61;
1.23;8.63;7.07;-4.95;6.30;8.66;-0.61;
1.23;8.63;7.07;-4.95;6.30;8.66;-0.61;
1.23;8.63;7.07;-4.95;6.30;8.67;-0.61;
1.23;8.63;7.07;-4.95;6.30;8.67;-0.61;
1.23;8.63;7.07;-4.96;6.30;8.67;-0.61;
1.23;8.64;7.07;-4.96;6.30;8.67;-0.61;
1.23;8.64;7.07;-4.96;6.29;8.67;-0.61;
1.23;8.64;7.07;-4.96;6.29;8.67;-0.61;
1.23;8.64;7.07;-4.96;6.29;8.67;-0.61;
1.23;8.64;7.07;-4.97;6.29;8.68;-0.61;
1.23;8.64;7.07;-4.97;6.29;8.68;-0.61;
1.23;8.64;7.07;-4.97;6.29;8.68;-0.61;
1.23;8.64;7.07;-4.97;6.29;8.68;-0.61;
1.23;8.64;7.07;-4.97;6.29;8.68;-0.61;
1.23;8.65;7.07;-4.97;6.29;8.68;-0.61;
1.23;8.65;7.07;-4.98;6.29;8.68;-0.61;
1.23;8.65;7.07;-4.98;6.29;8.69;-0.61;
1.23;8.65;7.07;-4.98;6.28;8.69;-0.61;
1.23;8.65;7.07;-4.98;6.28;8.69;-0.61;
1.23;8.65;7.07;-4.98;6.28;8.69;-0.61;
1.23;8.65;7.07;-4.99;6.28;8.69;-0.61;
1.23;8.65;7.07;-4.99;6.28;8.69;-0.61;
1.23;8.65;7.07;-4.99;6.28;8.69;-0.61;
1.23;8.66;7.07;-4.99;6.28;8.70;-0.61;
1.23;8.66;7.07;-4.99;6.28;8.70;-0.61;
1.23;8.66;7.07;-5.00;6.28;8.70;-0.62;
1.23;8.66;7.07;-5.00;6.28;8.70;-0.62;
1.23;8.66;7.07;-5.00;6.27;8.70;-0.62;
1.23;8.66;7.07;-5.00;6.27;8.70;-0.62;
1.23;8.66;7.07;-5.00;6.27;8.70;-0.62;
1.23;8.66;7.07;-5.01;6.27;8.70;-0.62;
1.23;8.66;7.07;-5.01;6.27;8.71;-0.62;
1.23;8.67;7.07;-5.01;6.27;8.71;-0.62;
1.23;8.67;7.07;-5.01;6.27;8.71;-0.62;
1.23;8.67;7.07;-5.01;6.27;8.71;-0.62;
1.23;8.67;7.07;-5.02;6.27;8.71;-0.62;
1.23;8.67;7.07;-5.02;6.27;8.71;-0.62;
1.23;8.67;7.07;-5.02;6.26;8.71;-0.62;
1.23;8.67;7.07;-5.02;6.26;8.72;-0.62;
1.23;8.67;7.07;-5.02;6.26;8.72;-0.62;
1.23;8.67;7.07;-5.02;6.26;8.72;-0.62;
1.23;8.68;7.07;-5.03;6.26;8.72;-0.62;
1.23;8.68;7.07;-5.03;6.26;8.72;-0.62;
1.23;8.68;7.07;-5.03;6.26;8.72;-0.62;
1.23;8.68;7.07;-5.03;6.26;8.72;-0.62;
1.23;8.68;7.07;-5.03;6.26;8.73;-0.62;
1.23;8.68;7.07;-5.04;6.26;8.73;-0.62;
1.23;8.68;7.07;-5.04;6.25;8.73;-0.62;
1.23;8.68;7.07;-5.04;6.25;8.73;-0.62;
1.23;8.68;7.07;-5.04;6.25;8.73;-0.62;
1.23;8.69;7.07;-5.04;6.25;8.73;-0.62;
1.24;8.69;7.07;-5.05;6.25;8.73;-0.62;
1.24;8.69;7.07;-5.05;6.25;8.74;-0.62;
1.24;8.69;7.07;-5.05;6.25;8.74;-0.62;
1.24;8.69;7.07;-5.05;6.25;8.74;-0.62;
1.24;8.69;7.07;-5.05;6.25;8.74;-0.62;
1.24;8.69;7.07;-5.06;6.25;8.74;-0.62;
1.24;8.69;7.07;-5.06;6.24;8.74;-0.62;
1.24;8.69;7.07;-5.06;6.24;8.74;-0.62;
1.24;8.70;7.07;-5.06;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.06;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.07;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.07;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.07;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.07;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.07;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.07;6.24;8.75;-0.62;
1.24;8.70;7.07;-5.08;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.08;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.08;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.08;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.08;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.09;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.09;6.23;8.76;-0.62;
1.24;8.71;7.07;-5.09;6.23;8.77;-0.62;
1.24;8.71;7.07;-5.09;6.23;8.77;-0.62;
1.24;8.71;7.07;-5.09;6.23;8.77;-0.62;
1.24;8.72;7.07;-5.10;6.22;8.77;-0.62;
1.24;8.72;7.07;-5.10;6.22;8.77;-0.62;
1.24;8.72;7.07;-5.10;6.22;8.77;-0.62;
1.24;8.72;7.07;-5.10;6.22;8.77;-0.63;
1.24;8.72;7.07;-5.10;6.22;8.78;-0.63;
1.24;8.72;7.07;-5.11;6.22;8.78;-0.63;
1.24;8.72;7.07;-5.11;6.22;8.78;-0.63;
1.24;8.72;7.07;-5.11;6.22;8.78;-0.63;
1.24;8.73;7.07;-5.11;6.22;8.78;-0.63;
1.24;8.73;7.07;-5.11;6.22;8.78;-0.63;
1.24;8.73;7.07;-5.12;6.21;8.78;-0.63;
1.24;8.73;7.07;-5.12;6.21;8.79;-0.63;
1.24;8.73;7.07;-5.12;6.21;8.79;-0.63;
1.24;8.73;7.07;-5.12;6.21;8.79;-0.63;
1.24;8.73;7.07;-5.12;6.21;8.79;-0.63;
1.24;8.73;7.07;-5.12;6.21;8.79;-0.63;
1.24;8.73;7.07;-5.13;6.21;8.79;-0.63;
1.24;8.74;7.07;-5.13;6.21;8.79;-0.63;
1.24;8.74;7.07;-5.13;6.21;8.80;-0.63;
1.24;8.74;7.07;-5.13;6.21;8.80;-0.63;
1.24;8.74;7.07;-5.13;6.20;8.80;-0.63;
1.24;8.74;7.07;-5.14;6.20;8.80;-0.63;
1.24;8.74;7.07;-5.14;6.20;8.80;-0.63;
1.24;8.74;7.07;-5.14;6.20;8.80;-0.63;
1.24;8.74;7.07;-5.14;6.20;8.80;-0.63;
1.25;8.74;7.07;-5.14;6.20;8.80;-0.63;
1.25;8.75;7.07;-5.15;6.20;8.81;-0.63;
1.25;8.75;7.07;-5.15;6.20;8.81;-0.63;
1.25;8.75;7.07;-5.15;6.20;8.81;-0.63;
1.25;8.75;7.07;-5.15;6.20;8.81;-0.63;
1.25;8.75;7.07;-5.15;6.19;8.81;-0.63;
1.25;8.75;7.07;-5.16;6.19;8.81;-0.63;
1.25;8.75;7.07;-5.16;6.19;8.81;-0.63;
1.25;8.75;7.07;-5.16;6.19;8.82;-0.63;
1.25;8.75;7.07;-5.16;6.19;8.82;-0.63;
1.25;8.76;7.07;-5.16;6.19;8.82;-0.63;
1.25;8.76;7.07;-5.17;6.19;8.82;-0.63;
1.25;8.76;7.07;-5.17;6.19;8.82;-0.63;
1.25;8.76;7.07;-5.17;6.19;8.82;-0.63;
1.25;8.76;7.07;-5.17;6.19;8.82;-0.63;
1.25;8.76;7.07;-5.17;6.18;8.83;-0.63;
1.25;8.76;7.07;-5.17;6.18;8.83;-0.63;
1.25;8.76;7.07;-5.18;6.18;8.83;-0.63;
1.25;8.76;7.07;-5.18;6.18;8.83;-0.63;
1.25;8.77;7.07;-5.18;6.18;8.83;-0.63;
1.25;8.77;7.07;-5.18;6.18;8.83;-0.63;
1.25;8.77;7.07;-5.18;6.18;8.83;-0.63;
1.25;8.77;7.07;-5.19;6.18;8.84;-0.63;
1.25;8.77;7.07;-5.19;6.18;8.84;-0.63;
1.25;8.77;7.07;-5.19;6.18;8.84;-0.63;
1.25;8.77;7.07;-5.19;6.17;8.84;-0.63;
1.25;8.77;7.07;-5.19;6.17;8.84;-0.63;
1.25;8.77;7.07;-5.20;6.17;8.84;-0.63;
1.25;8.78;7.07;-5.20;6.17;8.84;-0.63;
1.25;8.78;7.07;-5.20;6.17;8.84;-0.63;
1.25;8.78;7.07;-5.20;6.17;8.85;-0.63;
1.25;8.78;7.07;-5.20;6.17;8.85;-0.63;
1.25;8.78;7.07;-5.21;6.17;8.85;-0.63;
1.25;8.78;7.07;-5.21;6.17;8.85;-0.63;
1.25;8.78;7.07;-5.21;6.17;8.85;-0.63;
1.25;8.78;7.07;-5.21;6.16;8.85;-0.64;
1.25;8.79;7.07;-5.21;6.16;8.85;-0.64;
1.25;8.79;7.07;-5.22;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.22;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.22;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.22;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.22;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.22;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.23;6.16;8.86;-0.64;
1.25;8.79;7.07;-5.23;6.15;8.87;-0.64;
1.25;8.80;7.07;-5.23;6.15;8.87;-0.64;
1.25;8.80;7.07;-5.23;6.15;8.87;-0.64;
1.25;8.80;7.07;-5.23;6.15;8.87;-0.64;
1.25;8.80;7.07;-5.24;6.15;8.87;-0.64;
1.25;8.80;7.07;-5.24;6.15;8.87;-0.64;
1.25;8.80;7.07;-5.24;6.15;8.87;-0.64;
1.26;8.80;7.07;-5.24;6.15;8.88;-0.64;
1.26;8.80;7.07;-5.24;6.15;8.88;-0.64;
1.26;8.80;7.07;-5.25;6.15;8.88;-0.64;
1.26;8.81;7.07;-5.25;6.14;8.88;-0.64;
1.26;8.81;7.07;-5.25;6.14;8.88;-0.64;
1.26;8.81;7.07;-5.25;6.14;8.88;-0.64;
1.26;8.81;7.07;-5.25;6.14;8.88;-0.64;
1.26;8.81;7.07;-5.26;6.14;8.89;-0.64;
1.26;8.81;7.07;-5.26;6.14;8.89;-0.64;
1.26;8.81;7.07;-5.26;6.14;8.89;-0.64;
1.26;8.81;7.07;-5.26;6.14;8.89;-0.64;
1.26;8.81;7.07;-5.26;6.14;8.89;-0.64;
1.26;8.82;7.07;-5.27;6.14;8.89;-0.64;
1.26;8.82;7.07;-5.27;6.13;8.89;-0.64;
1.26;8.82;7.07;-5.27;6.13;8.89;-0.64;
1.26;8.82;7.07;-5.27;6.13;8.90;-0.64;
1.26;8.82;7.07;-5.27;6.13;8.90;-0.64;
1.26;8.82;7.07;-5.28;6.13;8.90;-0.64;
1.26;8.82;7.07;-5.28;6.13;8.90;-0.64;
1.26;8.82;7.07;-5.28;6.13;8.90;-0.64;
1.26;8.83;7.07;-5.28;6.13;8.90;-0.64;
1.26;8.83;7.07;-5.28;6.13;8.90;-0.64;
1.26;8.83;7.07;-5.28;6.13;8.91;-0.64;
1.26;8.83;7.07;-5.29;6.12;8.91;-0.64;
1.26;8.83;7.07;-5.29;6.12;8.91;-0.64;
1.26;8.83;7.07;-5.29;6.12;8.91;-0.64;
1.26;8.83;7.07;-5.29;6.12;8.91;-0.64;
1.26;8.83;7.07;-5.29;6.12;8.91;-0.64;
1.26;8.83;7.07;-5.30;6.12;8.91;-0.64;
1.26;8.84;7.07;-5.30;6.12;8.92;-0.64;
1.26;8.84;7.07;-5.30;6.12;8.92;-0.64;
1.26;8.84;7.07;-5.30;6.12;8.92;-0.64;
1.26;8.84;7.07;-5.30;6.11;8.92;-0.64;
1.26;8.84;7.07;-5.31;6.11;8.92;-0.64;
1.26;8.84;7.07;-5.31;6.11;8.92;-0.64;
1.26;8.84;7.07;-5.31;6.11;8.92;-0.64;
1.26;8.84;7.07;-5.31;6.11;8.93;-0.64;
1.26;8.84;7.07;-5.31;6.11;8.93;-0.64;
1.26;8.85;7.07;-5.32;6.11;8.93;-0.64;
1.26;8.85;7.07;-5.32;6.11;8.93;-0.64;
1.26;8.85;7.07;-5.32;6.11;8.93;-0.64;
1.26;8.85;7.07;-5.32;6.11;8.93;-0.65;
1.26;8.85;7.07;-5.32;6.10;8.93;-0.65;
1.26;8.85;7.07;-5.33;6.10;8.94;-0.65;
1.26;8.85;7.07;-5.33;6.10;8.94;-0.65;
1.26;8.85;7.07;-5.33;6.10;8.94;-0.65;
1.26;8.86;7.07;-5.33;6.10;8.94;-0.65;
1.26;8.86;7.07;-5.33;6.10;8.94;-0.65;
1.26;8.86;7.07;-5.33;6.10;8.94;-0.65;
1.26;8.86;7.07;-5.34;6.10;8.94;-0.65;
1.26;8.86;7.07;-5.34;6.10;8.94;-0.65;
1.27;8.86;7.07;-5.34;6.09;8.95;-0.65;
